route_long_name,latitude,longitude
Chandapura - JPNagara 6th Phase,,
BANASHANKARI TTMC - Tin Factory,,
Golden Enclave - Shivajinagar Bus Station,,
Richmond Road Tower - Adithi School,,
Jambu Savari Dinne - Kalyananagara Bus Stand,,
Globale Academy Bangarappa Nagara - Kottige Palya Magadi Road,,
Basaveshwara Nagara - CPWD Quarters,,
Hebbala - Bapuji Nagara,,
Yellu Kunte - Mallasandra Bagalagunte,,
Nagarabhavi BDA Complex - CV Raman Nagara,,
Central Silk Board - Yeshwanthapura New Railway Station,,
Chunchanakuppe - St. Clare School,,
BANASHANKARI TTMC - Hebbala,,
Jn of Marathalli Bridge - Yelahanka Satelite Town 4th Phase,,
Hebbala Bridge - Central Silk Board,,
Central Silk Board - Kadugodi,,
Marathahalli Bridge - AMD Private Limited,,
Krishnarajendra Market - Hinnakki,,
Chandapura - Rachamanahalli Attibele Road,,
Kempegowda Bus Station - Jigani Bus Stand,,
Krishnarajendra Market - Rajapura,,
Hebbala - KR Puram,,
Huskur - Jigani,,
Gejjagadahalli - Vinayakanagara Cross D-43,,
Kempegowda Bus Station - BMTC Depot-13,,
Thalaghattapura - Bagmane Teck Park,,
Kengeri TTMC - Yelahanka,,
Depot 14 - K NarayanaPura Cross,,
Hoysala Circle Kengeri Satellite Town - Hullala Upanagara,,
Huluvenahalli Gate - Krishnarajendra Market,,
Devagere - Kempegowda Bus Station,,
Kempegowda Bus Station - Devanahalli,13.19913905,77.70806099
Adithi School - Casappa Cola Residency Road,,
Kempegowda Bus Station - Shettihalli,,
Kempegowda Bus Station - MARSUR,,
Talaghattapura Police Station - Banashankari Bus Station,,
Yehanka 5th phase - ITPL,,
DEPOT-28 - Thindlu,,
Shivajinagar Bus Station - Koramangala 8th Block,,
Krishnarajendra Market - Marasur,,
Hesaraghatta Village - Nelamangala,,
Kempegowda Bus Station - Narayana Ghatta,,
Kengeri TTMC - Out Door Clothing Company,,
Shirke KHB Quarters - Jnanakshi Vidyanikathna School,,
Hosmat Hospital - Adithi School,,
Krishnarajendra Market - Ramasagara,,
Basaveshwara Nagara Circle - Electronic City Wipro Gate,,
Vidyaranyapura - Electronic City Wipro Gate,,
Kempegowda Bus Station - Handenahalli,,
Vijayanagara TTMC - Electronic City Wipro Gate,,
BEML Layout 5th Stage - Electronic City Wipro Gate,,
Krishnarajendra Market - Singena Agrahara,,
BANASHANKARI TTMC - Electronic City Wipro Gate,,
BMT14 - Hebbala,,
KR Puram Railway Station - Bagaluru Cross,,
Bommashetta Halli - Krishnarajendra Market,,
Kempegowda Bus Station - Hennagara,,
Kempegowda Bus Station - Mahadeshwara Layout,,
Krishnarajendra Market - Mahadeshwara Layout,,
Karikallu - Krishnarajendra Market,,
Depot 10 - Hebbala Baptists Hospital,,
BOSCH- Bommamahalli - Banashankari Bus Station,,
Pillahalli colony - Kempegowda Bus Station,,
Vaderahalli - Arishinakunte,,
Krishnarajendra Market - Ravogodlu,,
Jn of Marathalli Bridge - RBI Layout,,
Krishnarajendra Market - Madiwala Village Market,,
Vidyaniketan School - Kaval Byrasandra Bus Stand,,
Banasawadi - Krishnarajendra Market,,
Depot 24 - Isolation Hospital,,
Soladevana Halli - Krishnarajendra Market,,
Anekal - Chandapura,12.8009043,77.71149079
Depot 30 - Thindlu,,
DEPOT-25 HSR Layout - HSRKEB,,
BMT14 - LCA,,
Pillahalli colony - Yeshwanthpur TTMC,,
Depot 30 - Karnataka Judical Academy,,
Laggere - Kamakya Talkies,,
Mantanakurchi - Krishnarajendra Market,,
Nelamangala - Krishnarajendra Market,,
Chandapura - MEI Layout,,
Kanuvanahalli - Krishnarajendra Market,,
Shivajinagar Bus Station - KP Agrahara 16th cross,,
Depot 10 - Jai Bharath Nagara,,
Banashankari Bus Station - Maratahalli Bridge,,
Rajarajeshwari Temple - Kadugodi,,
Shirke KHB Quarters - Infosys Parking Lot,,
Kempegowda Bus Station - Samanduru,,
Srinagara - Domlur TTMC Bus Stand,,
Nelamangala - Yeshwanthpura TTMC,,
Nelamangala - Kempegowda Bus Station,,
Kempegowda Bus Station - Dyavasandra,,
Kadugodi - Ganjoor,,
Kempegowda Bus Station - Bandenallasandra,,
K R Puram - Jigani APC Cricle,,
Kempegowda Bus Station - Jigani APC Circle,,
Shivajinagar Bus Station - Vidhana Soudha,,
Summanahalli Magadi Road - Shanthinagar TTMC,,
Yeshwanthapura New Railway Station - BTM Bus Stand,,
Kempegowda Bus Station - SRIRAMPURA,,
Banashankari Bus Station - Domlur TTMC Bus Stand,,
Shivajinagar Bus Station - Central Silk Board,,
Jayanagara Bus Stand - Neela sandra,,
AGS Layout - Baiyappanahalli Satellite Bus Station,,
Kempegowda Bus Station - Anekal,,
Nandini Layout - Beereshwaralayout,,
Basaveshwara Nagara - Electronic City,,
Krishnarajendra Market - Chikkallasandra Bus Stand,,
Kempegowda Bus Station - HELLELLIGE,,
Kempegowda Bus Station - Ittina Neela Apartment,,
Sugganahalli - Krishnarajendra Market,,
Depot 30 - BEL Parking Lot,,
Krishnarajendra Market - Adusonnahatti Cross,,
Krishnarajendra Market - Bidadi,,
Annekarana Halli - Krishnarajendra Market,,
Kempegowda Bus Station - Surya City,,
Krishnarajendra Market - Neraluru,,
Electronic City - Yelahanka Satelite Town 5th Phase,,
Nelamangala - Jakkur Layout,,
Bangarappa Nagara - Kengeri TTMC,,
Kempegowda Bus Station - Thattaguppe,,
karpoora - Krishnarajendra Market,,
Kempegowda Bus Station - Electronic City Wipro Gate,,
Kempegowda Bus Station - Arekere BTS Layout,,
Electronic City - Manyatha Embasy Business Park,,
Chikkabettahalli - Shivajinagar Bus Station,,
Nrupatunga Nagar - Kempegowda Bus Station,,
Vasanthapura - Vasanthapura,12.89134535,77.55690971
Vasanthapura - Vasanthapura,12.89134535,77.55690971
Chikkallasandra Bus Stand - Chikkallasandra Bus Stand,,
Chandapura - Uraganadoddi Bannerughatta Area,,
Chikkallasandra Bus Stand - Chikkallasandra Bus Stand,,
K R Puram - Peenya 2nd stage,,
MEI Colony - Kempegowda Bus Station,,
Chikkallasandra Bus Stand - Chikkallasandra Bus Stand,,
Uttarahalli - Banashankari 3rd Stage 2nd Phase,,
Chikkallasandra Bus Stand - Chikkallasandra Bus Stand,,
Shivajinagar Bus Station - Dasanayakanahalli,,
Anekal - Infosys,,
Jakkanahalli - Krishnarajendra Market,,
Kempegowda Bus Station - Byadarahalli,,
Krishnarajendra Market - Jalahalli Cross,,
Sadasdashiva Nagar Indian Bank - Adithi School,,
Neelasandra Rose Garden - Kempegowda Bus Station,,
Bannerghatta National Park - HP Software Mahadevapura,,
Ganakkal - Shivajinagar Bus Station,,
Jayanagara Bus Stand - Electronic City Wipro Gate,,
Manyatha Embasy Business Park - St John Wood Apartments,,
Madiwala - Depot-25,,
Peenya 2nd stage - Vidyaranyapura,,
Byatarayana Pura - NAGAVARA JUNCTION,,
Manyatha Embasy Business Park - Veerabhadranagar,,
Karekal Palya - Krishnarajendra Market,,
Uttarahalli - Hullala Upanagara,,
Jalahalli Cross - Hullala Upanagara,,
Vidyaranyapura - Electronic City Wipro Gate,,
Kempegowda Bus Station - Ujappana Doddi,,
Srinivagilu - Kempegowda Bus Station,,
Hebbal - Banashankari Bus Station,,
DRDO 2ND Phase - ITPL,,
Depot-25 - India Garrage Lower Agrram Road,,
Ejipura - Kempegowda Bus Station,,
Rajendranagar - Kempegowda Bus Station,,
Baleveerana Halli - Krishnarajendra Market,,
Attibele - Yelahanka Satelite Town 5th Phase,,
Bagmane Teck Park - Krishnarajendra Market,,
Kempegowda Bus Station - Ramesh nagara,,
Shivajinagar Bus Station - Bandenallasandra,,
Kittanahalli - HAL/LCA,,
Vivekanagara - Wipro gate,,
Shivajinagar Bus Station - Kudlu,,
Shivajinagar Bus Station - Beguru,,
MATTHAHALLI - Dasanapura,,
Doddabidarakallu - Shivajinagar Bus Station,,
KR Puram - Goragunte Palya,,
Krishnarajendra Market - Adigondana Halli,,
Krishnarajendra Market - NARASAPURA,,
Krishnarajendra Market - Bikkanahosahalli,,
Krishnarajendra Market - Dasarahalli,,
Krishnarajendra Market - Naganayakanahalli,,
Krishnarajendra Market - Soppahalli,,
Depot-20 - BANASHANKARI TTMC,,
Krishnarajendra Market - Anekal,,
Krishnarajendra Market - Chikkahagade Gate,,
Krishnarajendra Market - Chowdeshwari Temple,,
Kempegowda Bus Station - Kempegowda Bus Station,12.9781298,77.57220606
Kempegowda Bus Station - Attibele,,
Kempegowda Bus Station - Handenahalli,,
Krishnarajendra Market - Kodalipura,,
Krishnarajendra Market - Bidaraguppa,,
Krishnarajendra Market - Kamblipura,,
Krishnarajendra Market - Ballur,,
Kempegowda Bus Station - Attibele,,
Krishnarajendra Market - Attibele,,
Vidyaranyapura - HAL/LCA,,
Suliwara - Krishnarajendra Market,,
Kempegowda Bus Station - Yeshwanthpura Railway Station,,
Mahadevapura - Krishnarajendra Market,,
Malleshwaram 8th Main - Adithi School,,
Kempegowda Bus Station - Shivarama karanth layout 10th Cross,,
ITPL - Tambuchettipalya,,
Kottige Palya Magadi Road - Kottige Palya Magadi Road,12.9877826,77.5145538
JP Nagara 3rd Phase - Shivajinagar Bus Station,,
Kottige Palya Magadi Road - KR Puram Railway Station,,
Shivajinagar Bus Station - Chikkajala,,
KR Puram - Bharathnagar 2nd Stage,,
Mylanahalli Chikka jala - Krishnarajendra Market,,
Krishnarajendra Market - Bella Halli,,
BTM Layout South - Shivajinagar Bus Station,,
BANASHANKARI TTMC - Jalahalli Village,,
Kempegowda Bus Station - Out Door Clothing Company,,
Banashankari Bus Station - Madiwala,,
Krishnarajendra Market - Thara Hunise,,
Kempegowda Bus Station - Yelahanka,,
Bettahalasuru - Krishnarajendra Market,,
Krishnarajendra Market - Huttanahalli,,
Krishnarajendra Market - Thindlu,,
BMT14 - Sophiya High School,,
Vidhana Soudha - Hosakote Bus Stand,,
Krishnarajendra Market - Bagaluru,,
Krishnarajendra Market - Jakkur,,
Padmanabha Nagara Rock - Jeevan Bhimanagara Bus stand,,
Deepanjalinagara Depot-16 - Kadugodi,,
Yelahanka Satelite Town 5th Phase - Kadugodi,,
Kannamangala - Kempegowda Bus Station,,
Hebbal - Banashankari Bus Station,,
Arjuna Bettahalli - Krishnarajendra Market,,
Kempegowda Bus Station - Nagenahalli,,
Hebbal - Kengeri TTMC,,
BEML Layout 5th Stage - Bangarappa Nagara,,
Hebbala Bridge - Hebbala Bridge,13.0425709,77.5898078
Kengeri TTMC - Chikkabanawara,,
Uttarahalli - Tin Factory,,
Kengeri TTMC - Hesaraghatta Village,,
Kottige Palya Magadi Road - KR Puram,,
Chikkallasandra Bus Stand - K R Puram,,
Kempegowda Bus Station - Mathikere Chowdeshwari Bus Staion,,
Anchepalya Nelamangla Road - Shivajinagar Bus Station,,
Muthkur Hesaraghatta - Shivajinagar Bus Station,,
Jalahalli East Area 7th camp - Kempegowda Bus Station,,
Peenya 2nd stage - Kempegowda Bus Station,,
Kengeri TTMC - Vidyaranyapura,,
Jayanagara 9th Block - Hosakote Bus Stand,,
ISRO Quarters - Krishnarajendra Market,,
Kempegowda Bus Station - Vidyaranyapura,,
Banashankari Bus Station - Vidyanikethan Public School,,
Kempegowda Bus Station - GKVK Library,,
Shivajinagar Bus Station - Nagashettyhalli,,
Kempegowda Bus Station - Nagashettyhalli,,
Krishnarajendra Market - Maduranagar,,
Kala Mandir Marathalli - Kengeri TTMC,,
Nayanappa Shettipalya - Shivajinagar Bus Station,,
KR Puram Railway Station - Kengeri TTMC,,
Gorgunte Palya - KR Puram,,
Kengeri TTMC - Jalahalli Cross,,
Lokesh Tent Circle - BM English School Bellahalli,,
Kottige Palya Magadi Road - Hebbala,,
Kempegowda Bus Station - Jodi Ragi Thimmasandra,,
Allalasandra Janapriya Apartmet - Allalasandra Janapriya Apartmet,,
Yeshwanthpur TTMC - Kadugodi,,
Basaveshwara Nagara - ITPL,12.9561408,77.715053
Kengeri KSRTC Regional Workshop - Jayadeva Hospital,,
BMTC Depot-03 - Shanthinagar TTMC,,
Shivajinagar Bus Station - Sheila Kothavala Institute For Deaf,,
Shanthinagar TTMC - Marathahalli Bridge,,
Tavarekere Magadi Road - Kempegowda Bus Station,,
Bittasandra - Kempegowda Bus Station,,
Krishnarajendra Market - Boganahalli,,
Kempegowda Bus Station - Kadugodi,,
Kadugodi - Summanahalli Depot-31,,
BEML Layout 5th Stage - Bagmane Teck Park,,
Kempegowda Bus Station - Yennigere,,
Yelachagere - Krishnarajendra Market,,
Kempegowda Bus Station - Hemapura,,
BTM Layout Bus Stop - Victoria Hospitial,,
Madalakote - Kempegowda Bus Station,,
Vidyaranyapura - Central Silk Board,,
Chikkamaranahalli - Kempegowda Bus Station,,
Depot 30 - HMT Watch Factory,,
Syndicate bank Colony Andrahalli - Vidyaranyapura,,
Krishnarajendra Market - Bileshivale,,
Krishnarajendra Market - Razak Palya,,
Basaveshwara Nagara - ITPL,12.9561408,77.715053
Tavare Kere Magadi Road - Banashankari Bus Station,,
Krishnarajendra Market - Dodda Gubbi,,
Tavare Kere Magadi Road - Magadi Road TollGate,,
Shivajinagar Bus Station - Thanisandra,,
City Railway Station - BTM Layout Bus Stop,,
Krishnarajendra Market - Nagaresha Nagenahalli Dinne,,
DASARAHALLI - Krishnarajendra Market,,
Ashoka Pillar - MTR,,
Krishnarajendra Market - Neraganahalli,,
Krishnarajendra Market - Kannamangala,,
Krishnarajendra Market - Tharabana Halli Devanahalli Road,,
Hoodi - Domlur TTMC Bus Stand,,
Eliyas Nagar - Shivajinagar Bus Station,,
Harohalli - Ganjoor,,
KR Puram Railway Station - KR Puram Railway Station,,
Nagadevanahalli Kengeri - Kempegowda Bus Station,,
Tin Factory - Tin Factory,12.999294,77.6744686
JP Nagara 1st Phase - Shivajinagar Bus Station,,
Mugaluru - Mugaluru,12.8928572,77.81916901
Muthsandra - Ganjoor,,
Maratahalli Bridge - Maratahalli Bridge,,
Srinagara - Vidhana Soudha,,
Machohalli - Krishnarajendra Market,,
Kenchanapura - Krishnarajendra Market,,
Kempegowda Bus Station - Harohalli,,
Brigade Road - Central Silk Board,,
Chandapura - Jayanagara 9th Block,,
Electronic City Wipro Gate - Tin Factory,,
Electronic City Wipro Gate - Tin Factory,,
BTM Layout South - Krishnarajendra Market,,
Ravuthanahalli - Krishnarajendra Market,,
Bangalore University ADM Block - Krishnarajendra Market,,
Banashankari Bus Station - INTEL,,
Andrahalli - Krishnarajendra Market,,
JFWTC - Electronic City,,
Tavare Kere Magadi Road - Krishnarajendra Market,,
Yeshwanthpur TTMC - ITPL,,
KSIT COLLEGE - Kempegowda Bus Station,,
Krishnarajendra Market - Jalahalli Cross,,
KG Lakkenahalli - Krishnarajendra Market,,
Annapoorneshwari Nagara - Kempegowda Bus Station,,
Sampige Road Metro Station - Kempegowda Bus Station,,
Veeranna Palya - Krishnarajendra Market,,
Krishnarajendra Market - Bangalore Club Gate,,
Byrohalli - Krishnarajendra Market,,
Byrasandra - Shivajinagar Bus Station,,
Depot-07 - Kempegowda Bus Station,,
BANASHANKARI TTMC - Electronic City Wipro Gate,,
Depot-32 - Heelalige Railway Station,,
GKVK Library - Yelahanka Satelite Town 5th Phase,,
Kempegowda Bus Station - Mantanakurchi,,
Mayasandra - Krishnarajendra Market,,
Thunga Nagara - Kempegowda Bus Station,,
Krishnarajendra Market - Manganahalli,,
Kempegowda Bus Station - Ladies Hostel University Campus,,
Nrupatunga Nagar - Kempegowda Bus Station,,
Hebbala Bridge - Devanagundi,,
Rajanukunte - Cauvery Bhavana,,
Panchsheela Nagara - Krishnarajendra Market,,
Hebbala - Talaghattapura Police Station,,
Kammasandra - Krishnarajendra Market,,
BTM Layout - Yeshwanathapura new railway station,,
Peenya 2nd stage - Kempegowda Bus Station,,
Kaggalipura - Kaggalipura,12.8089587,77.50970064
Kempegowda Bus Station - Indiranagara RTO Office,,
BTM Layout South - Kempegowda Bus Station,,
Jalahalli Cross - KR Puram,,
Tin Factory - Harohalli,,
Dollors Colony JP Nagara - Kempegowda Bus Station,,
Kempegowda Bus Station - Electronic City Wipro Gate,,
Tavare Kere - Kempegowda Bus Station,,
Girinagara Extention - Vidhana Soudha,,
Kempegowda Bus Station - Chandapura,,
Kempegowda Bus Station - BTM Layout Bus Stop,,
Nayanappa Shettipalya - Kempegowda Bus Station,,
JP Nagara 3rd Phase - Kempegowda Bus Station,,
BTM Layout South - Kempegowda Bus Station,,
Kempegowda Bus Station - Kempegowda Bus Station,12.9781298,77.57220606
BTM Layout - Kempegowda Bus Station,,
Kempegowda Bus Station - Thammanayakanahalli,,
Depot 11 - HP Petrol Bunk Coles Road,,
Yelahanka 5th Phase - KR Puram,,
Avalahalli BDA Park - Shivajinagar Bus Station,,
Domlur TTMC Bus Stand - Peenya Satellite Bus Station,,
Peenya 2nd stage - Kadugodi,,
Chikkabanavara - KR Puram,,
Krishnarajendra Market - Byala Halli,,
DEPOT-30 - Yelahanka Satelite Town 5th Phase,,
Ramachandrpura - Kempegowda Bus Station,,
Yelahanka Satelite Town - Krishnarajendra Market,,
Krishnarajendra Market - Gidada Palya,,
Chikkabanavara - KR Puram Railway Station,,
Jayanagara Bus Stand - Pratyangiri Temple Turahalli,,
Krishnarajendra Market - Leggere,,
Yelachaguppe - Kempegowda Bus Station,,
Hesaraghatta Village - Krishnarajendra Market,,
Kempegowda Bus Station - Kempegowda Bus Station,12.9781298,77.57220606
Kempegowda Bus Station - Kempegowda Bus Station,12.9781298,77.57220606
Attibele - Kengeri TTMC,,
BTM Layout South - Krishnarajendra Market,,
Krishnarajendra Market - Chikkabanawara Railway Gate,,
Krishnarajendra Market - Shivakote,,
Kempegowda Bus Station - Peenya 2nd stage,,
BTM 16 th Main Hopcoms - Krishnarajendra Market,,
Nayanappa Shettipalya - Krishnarajendra Market,,
Byrasandra - Krishnarajendra Market,,
JP Nagara 3rd Phase - Krishnarajendra Market,,
Manyatha Tech Park - Nayandahalli Junction,,
Esuvanahalli - Krishnarajendra Market,,
BTM Layout South - Kempegowda Bus Station,,
BTM Layout - Kempegowda Bus Station,,
Byranayakana Halli College - Kempegowda Bus Station,,
Vajrakatte Palya - Krishnarajendra Market,,
Chikkabanawara - Makali,,
Nelamangala - Krishnarajendra Market,,
Aluru - Krishnarajendra Market,,
Outer Ring Road Company Association - Avalahalli BDA Park,,
Krishnarajendra Market - Mavallipura,,
DEPOT 34 - Arekere lakshmi Layout,,
Krishnarajendra Market - Hesaraghatta Indo Danish Farm,,
Krishnarajendra Market - Shivanapura Colony,,
MATTHAHALLI - Krishnarajendra Market,,
White Field TTMC - Gunjoor,,
Mayohall - Vijayanagara TTMC,,
Karnataka Housing Complex - Shivajinagar Bus Station,,
NITTE Institute of Technology - Yelahanka,13.12887815,77.58724957
Srinivagilu - Shivajinagar Bus Station,,
Kempegowda Bus Station - Kempegowda Bus Station,12.9781298,77.57220606
Gottigere - Kempegowda International Airport,,
Isro Layout - Kempegowda International Airport,,
Shivajinagar Bus Station - Koramangala,,
Kempegowda Bus Station - Tata Nagara,,
Shivajinagar Bus Station - Kadugodi,,
Vishwapriya Layout - Depot-25,,
Rajanukunte - Tin Factory,,
Depot-25-BS - Chandapura,,
HAL/LCA - Hebbala Bridge,,
Banashankari Bus Station - BANASHANKARI TTMC,12.9177314,77.57299201
Vinayakanagara Cross D-43 - Shivajinagar Bus Station,,
Vajrakatte Palya - Kempegowda Bus Station,,
Yeshwanthpura Railway Station - Shivajinagar Bus Station,,
Shivajinagar Bus Station - Immadihalli,,
Karnataka High Court - Kamalanagara Old Bus Stop,,
Bommawara - Kempegowda Bus Station,,
Yelahanka Satelite Town 5th Phase - NITTE Institute of Technology,,
Kempegowda Bus Station - Devanahalli,13.19913905,77.70806099
Kempegowda Bus Station - Harohalli,,
Devanahalli - Devanahalli,13.2438423,77.7095819
Devanahalli Govt Hospital - Kempegowda Bus Station,,
Bidaluru - Krishnarajendra Market,,
Kempegowda Bus Station - Karahalli Cross,,
Kempegowda Bus Station - St John Wood Apartments,,
Koyira Devana Halli Road - Kempegowda Bus Station,,
Nagarabhavi Sports Club - JFWTC-ITPL,,
Neelasandra Rose Garden - Krishnarajendra Market,,
Devanahalli - Shivajinagar Bus Station,,
HSR BDA COMPLEX - Kempegowda International Airport,,
Neela sandra - Jagajeevanram Nagara,,
Yeshwanathapura new railway station - Srinagar,,
Yeshwanathapura new railway station - Brudavana Nagara Jinke vana,,
Devanahalli - Devanahalli,13.2438423,77.7095819
Krishnarajendra Market - Yeshwanthpura Market,,
D Hosahalli Cross - BEML Layout 5th Stage,,
Srinagar - Yeshwanthpura Railway Station,,
Chennamma kere Achukattu - Kempegowda Bus Station,,
Adithi School - Nelamangala,,
Vijayanagara - Electronic City 2nd Phase,,
BMTC Depot-21 - Halage Vaderahalli,,
Vijayanagara TTMC - Electronic City Wipro Gate,,
Vijayanagara TTMC - Electronic City Wipro Gate,,
Shivajinagar Bus Station - CV Raman Nagara,,
Kempegowda Bus Station - K R Puram,,
Depot 10 - Banasawadi Fire Statiion,,
Neelasandra Rose Garden - Shivajinagar Bus Station,,
National Games Village Frint Gate - Adithi School,,
LCA - Depot 6,,
Neelasandra - Sulthan Palya,,
Nandhini Layout Bus Station - Neelasandra,,
Kuvempunagar - Kempegowda International Airport,,
BMTC Depot-6 - Infosys,,
Gajendra Nagara - Shivajinagar Bus Station,,
BANASHANKARI TTMC - Kempegowda International Airport,,
Chandapura - Kempegowda International Airport,,
Yeshwanthpura Railway Station - Kempegowda Bus Station,,
Neelasandra - Kaval Byrasandra,,
Maratahalli - Channabyregowda Circle,,
Kempegowda Bus Station - Parangipalya,,
Wonderla Amusement Park - Bidadi Bus Stand,,
Kempegowda Bus Station - HSR Layout 2nd Sector,,
Manchanabele - BANASHANKARI TTMC,,
Tata Elxsi BrigadeTeck Park - ITPL,,
Laggere Last Stop - Peenya 2nd stage,,
Vinayakanagara Cross D-43 - Kempegowda Bus Station,,
Hebbala - Mind Tree Global Villiage,,
Kamalanagar BEML layout - Kempegowda Bus Station,,
Shankararnag Bus Stop - Kempegowda Bus Station,,
Kempegowda Bus Station - Thirupalya,,
Shankararnag Bus Stop - Kempegowda Bus Station,,
Laggere - Peenya Satellite Bus Station,,
KR Market - Nanjapura,,
Channa Nayakanapalya - Kempegowda Bus Station,,
Kempegowda Bus Station - Kempegowda Bus Station,12.9781298,77.57220606
Kamalanagar BEML layout - Kempegowda Bus Station,,
Shankararnag Bus Stop - Kempegowda Bus Station,,
Shivajinagar Bus Station - Kadugodi,,
Kadugodi - Kempegowda Bus Station,,
Kempegowda Bus Station - Kadugodi,,
Kadugodi - Kempegowda Bus Station,,
Kadugodi - Hebbala,,
Ambedkar College - Jayanagara 9th Block,,
Shankararnag Bus Stop - Shivajinagar Bus Station,,
Outer Ring Road Company Association - JP Nagar 7th Phase Brigade Gardenia,,
Mahalakshmi Layout - Krishnarajendra Market,,
Munnekolalu - ITPL,,
Patelappa Layout - Kamalanagar BEML layout,,
Shankararnag Bus Stop - Krishnarajendra Market,,
Kempegowda Bus Station - Kadugodi,,
Kamalanagar BEML layout - Shivajinagar Bus Station,,
Kamalanagar BEML layout - Krishnarajendra Market,,
St. Clare School - Krishnarajendra Market,,
IAF - Depot 11,,
Vijayapura - Hosakote Bus Stand,,
Vijayapura - Hosakote Bus Stand,,
Karnataka High Court - Judicial Layout,13.0382868,77.58715193
Nallur - Krishnarajendra Market,,
Vijayapura - Hosakote Bus Stand,,
Manyatha Embasy Business Park - Rajarajeshwarinagara BEML Layout,,
Whitefield TTMC - Kempegowda International Airport,,
Mohan Kumar Nagara - Shivajinagar Bus Station,,
Chandapura - Mahadeshwara Layout,,
Ejipura - Krishnarajendra Market,,
Chowdeshwari Bus Stand JP Park - Shivajinagar Bus Station,,
TATA ELEXI LIMITED - Huskur Gate,,
Yeshwanthpura Railway Station - Shivajinagar Bus Station,,
Kempegowda Bus Station - Adde Gramme,,
Karnataka Housing Complex - Krishnarajendra Market,,
Srinivagilu - Krishnarajendra Market,,
Vijayanagara TTMC - Karnataka Housing Complex,,
Shivajinagar Bus Station - Yeshwanathapura new railway station,,
NGEF - Central Silk Board,,
Depot-18 - Whitefield TTMC,,
Depot 9 - Kittanahalli,,
Kempegowda Bus Station - Pillaganahalli,,
Krishnarajendra Market - Kodathi Silk Warm,,
Gnana Bodini School - Bidadi,,
Krishnarajendra Market - Kalkere,,
Dinnur Puspanjali Talkies - Central Silk Board,,
St John Wood Apartments - Depot-25,,
Bommanahalli - Jalahalli Cross,,
KR Circle - Nandini Layout,,
Infosys - Gunjoor,,
Chokkasandra - Ganjoor,,
Krishnarajendra Market - Nayanahalli,,
Krishnarajendra Market - CPWD Quarters,,
Krishnarajendra Market - Lingapura,,
Krishnarajendra Market - Yelenahalli,,
Krishnarajendra Market - Anekal Bus Stand,,
Yelahanka Satellite Town - Vijayanagara TTMC,,
Krishnarajendra Market - Tattekere,,
Krishnarajendra Market - Vaderamanchanahalli,,
Krishnarajendra Market - CK Palya,,
Krishnarajendra Market - Krishnarajendra Market,12.9599061,77.5774884
Shivajinagar Bus Station - Arekere lakshmi Layout,,
Shivajinagar Bus Station - Devarachikkanahalli,,
Kengeri TTMC - Kudhurgere Madhanayakanahalli,,
Shivajinagar Bus Station - Yelenahalli,,
Kodigehalli Yelahanka road - Christel House Learning School,,
Koramangala - Bannerghatta National Park,,
Ramamurthinagar Police Station - BHEL Gate,,
Shivajinagar Bus Station - Shanthinikethana Layout,,
Shivajinagar Bus Station - Jigani,,
K NarayanaPura Cross - HAL/LCA,,
Kempegowda Bus Station - Hulimavu,,
Kempegowda Bus Station - CK Palya,,
Electronic City Wipro Gate - Baiyappanahalli Satellite Bus Station,,
Kempegowda Bus Station - Arekere MICO Layout,,
Kempegowda Bus Station - Mohan Kumar Nagara,,
HAL Main Gate - Vidhana Soudha,,
Kempegowda Bus Station - Hommadevanahalli,,
Kempegowda Bus Station - Chikkakammanahalli,,
Kempegowda Bus Station - Chowdeshwari Bus Stand JP Park,,
Muthkur Hesaraghatta - Vinayakanagara Cross D-43,,
Krishnarajendra Market - Bilekalli Village,,
Krishnarajendra Market - Chikkakammanahalli,,
Krishnarajendra Market - Beguru,,
BANASHANKARI TTMC - Chikkakammanahalli,,
Krishnarajendra Market - Yelenahalli,,
Krishnarajendra Market - Kodi Chikkanahalli,,
ORRCA-ECOSPICE - Avalahalli Nandi Garden,,
Outer Ring Road Company Association - RBI Layout,,
KR Puram Railway Station - Begur,,
BMTC Depot-21 - Mathikere,,
Esuvanahalli - Kempegowda Bus Station,,
Krishnarajendra Market - Chikkakammanahalli,,
Kempegowda Bus Station - Shanthinikethana Layout,,
Kempegowda Bus Station - Hulimavu,,
Krishnarajendra Market - Shanthinikethana Layout,,
Krishnarajendra Market - Arekere lakshmi Layout,,
Manyatha Embasy Business Park - Gottigere,,
Kempegowda Bus Station - Vidhanasoudha Layout,,
Kempegowda Bus Station - Laxmidevi Nagar,,
Patalappa Layout - Kempegowda Bus Station,,
RBI Layout - Outer Ring Road Company Association,,
Sapthagiri College Chikka Banawara - Manyatha Embasy Business Park,,
Krishnarajendra Market - Seethanayakanahalli,,
Kempegowda Bus Station - Depot 27,,
Electronic City Wipro Gate - Sarjapura Wipro,,
Lottegollahalli Railway Colony - Kempegowda Bus Station,,
Arishinakunte - Hesaraghatta Village,,
Depot 11 - Sadasdashiva Nagar Indian Bank,,
Manyatha Embasy Business Park - JPNagar B K Circle,,
Malleshwaram 18th Cross - Kempegowda International Airport,,
MCTC Bus Stand - Kempegowda International Airport,,
Banashankari Bus Station - Chikkanahalli,,
BTM Layout - Kempegowda International Airport,,
Krishnarajendra Market - Ravindra Nagara,,
Kengeri Police Station - St. Clare School,,
