route_long_name,latitude,longitude
H Tippunagar - Shivajinagar Bus Station,,
Hebbala Bridge - Central Silk Board,,
Depot 14 - Bhuvaneshwari Nagara,12.9251156,77.55441496
Hebbala Bridge - Electronic City Wipro Gate,,
Shivajinagar Bus Station - Kanasawadi Madhure Temple,,
Kempegowda Bus Station - Totagere,,
Krishnarajendra Market - Thammarasanahalli,,
Yelahanka - CAP GEMINI,,
Krishnarajendra Market - Hosahalli Palya,,
Kempegowda Bus Station - Chikka Kukkanahalli,,
Kempegowda Bus Station - Gopalapura,,
Vijayanagara - ITPL,,
Bangalore Club Gate - Adithi School,,
Chennamma kere Achukattu - Kumarans School Mallasandra,,
Vidhana Soudha - Show Mall,,
Kengeri TTMC - ITPL,,
Yelahanka NES - CAP GEMINI,,
Yelahanka Old Town - Hosakote Bus Stand,,
Dinnur Puspanjali Talkies - JFWTC,,
Gottigere - C V Ramanagra,,
Attibele - Domlur TTMC Bus Stand,,
Sadhashivanagar - BTM Layout,,
Manganahalli - Summanahalli Magadi Road,,
Devanahalli - Kempegowda Bus Station,13.19913905,77.70806099
Central Silk Board - Kadugodi,,
Shivajinagar Bus Station - Yelahanka Satelite Town 4th Phase,,
Chitrapura Mutt Malleshwaram - Mind Tree,,
Jalavayu Vihara - Vidyaniketan School,,
Magadi - Krishnarajendra Market,,
Kempegowda Bus Station - Anekal Bus Stand,,
Sindhi High School - Kempegowda Bus Station,,
KR Market - Kambalipura,,
Krishnarajendra Market - Bannigiri,,
Hampinagara RPC Layout - Krishnarajendra Market,,
Shanthinagar TTMC - Banasawadi Petrol Bunk,,
Banashankari Bus Station - KM SCHOOL,,
GPO - Gundanjaneya Swamy Temple,,
Depot 33 - Anjanapura,,
Kempegowda Bus Station - Byadarahalli,,
Kempegowda Bus Station - NRI Layout,,
Annapoorneshwari Nagara - Vidhana Soudha,,
Chikkalasandra Bus Stand - Out Door Clothing Company,,
Adakimaranahalli - Vinayakanagara Cross D-43,,
Innovative Film city - Kempegowda Bus Station,,
Krishnarajendra Market - Kempaiahanapalya,,
Shivajinagar Bus Station - Hosahally,,
Krishnarajendra Market - Arasu Colony,,
Krishnarajendra Market - Byramangala,,
ITPL - BAGMANE TECH PARK,,
Sophiya School - Yelahanka Satelite Town,,
Shivajinagar Bus Station - Head Start School Gate,,
Hebbala - Goragunte Palya,,
Dodda Kannalli - DEPOT-25 HSR Layout,,
JP Nagar 6th Phase - Attibele,,
Depot 30 - Yelahanka Satelite Town 5th Phase,,
Maratahalli Bridge - Chikka Tirupathi,,
Devanahalli - Bidaluru,13.2880984,77.6910029
HMT Watch Factory - Cluny Convent High School,,
Nelamangala - Kempegowda Bus Station,,
Telecom Layout - St Vincent School,,
Sathyanagara Indian Oil - Christel House Learning School,,
Hebbala - JFWTC,,
Vijayanagara TTMC - Jayanagara 9th Block,,
Chandra Layout 1st Stage - Shivajinagar Bus Station,,
Marathahalli Bridge - BEML,,
BMTC Depot-17 - GKW Layout,,
Ambedkar College - M+ACER,,
Krishnarajendra Market - Obalapura,,
Depot-33 - BAGMANE TECH PARK,,
Banashankari Bus Station - Yeshwanthpura TTMC,,
Jayanagara 9th Block - Yeshwanthpura TTMC,,
Bidadi - Kempegowda Bus Station,,
Sri Ayyapa Educational Center - Shivajinagar Bus Station,,
Kempegowda Bus Station - Koyira Devana Halli Road,,
